cancer,year,sex,race,stage,age,summary_interval,starting_count,net_relative,net_rel_cum_cis_lower,net_rel_cum_cis_upper
brain and other nervous system,2000-2017,female,white,unstaged,all ages,36 mo,644,25.6,22.1,29.3
brain and other nervous system,2000-2017,female,white,unstaged,all ages,48 mo,644,24,20.5,27.7
brain and other nervous system,2000-2017,female,white,unstaged,all ages,60 mo,644,23.3,19.7,26.9
brain and other nervous system,2000-2017,female,white,unstaged,all ages,72 mo,644,22.9,19.3,26.6
brain and other nervous system,2000-2017,female,white,unstaged,all ages,84 mo,644,22,18.4,25.9
brain and other nervous system,2000-2017,female,white,unstaged,all ages,96 mo,644,21.8,18.2,25.7
brain and other nervous system,2000-2017,female,white,unstaged,all ages,108 mo,644,21.8,18.1,25.6
brain and other nervous system,2000-2017,female,white,unstaged,all ages,120 mo,644,21.5,17.8,25.5
brain and other nervous system,2000-2017,female,white,unstaged,<65,0 mo,231,100,NA,NA
brain and other nervous system,2000-2017,female,white,unstaged,<65,12 mo,231,70.3,64,75.8
brain and other nervous system,2000-2017,female,white,unstaged,<65,24 mo,231,57.2,50.4,63.5
brain and other nervous system,2000-2017,female,white,unstaged,<65,36 mo,231,52.1,45.1,58.6
brain and other nervous system,2000-2017,female,white,unstaged,<65,48 mo,231,50.6,43.6,57.1
brain and other nervous system,2000-2017,female,white,unstaged,<65,60 mo,231,47.8,40.8,54.5
brain and other nervous system,2000-2017,female,white,unstaged,<65,72 mo,231,46.9,39.8,53.6
brain and other nervous system,2000-2017,female,white,unstaged,<65,84 mo,231,45.9,38.8,52.7
brain and other nervous system,2000-2017,female,white,unstaged,<65,96 mo,231,45.4,38.3,52.2
brain and other nervous system,2000-2017,female,white,unstaged,<65,108 mo,231,45.4,38.3,52.2
brain and other nervous system,2000-2017,female,white,unstaged,<65,120 mo,231,45.2,38,52.1
brain and other nervous system,2000-2017,female,white,unstaged,>65,0 mo,413,100,NA,NA
brain and other nervous system,2000-2017,female,white,unstaged,>65,12 mo,413,19.6,15.9,23.7
brain and other nervous system,2000-2017,female,white,unstaged,>65,24 mo,413,14.6,11.2,18.4
brain and other nervous system,2000-2017,female,white,unstaged,>65,36 mo,413,10.9,7.8,14.5
brain and other nervous system,2000-2017,female,white,unstaged,>65,48 mo,413,9.2,6.3,12.8
brain and other nervous system,2000-2017,female,white,unstaged,>65,60 mo,413,9.2,6.3,12.8
brain and other nervous system,2000-2017,female,white,unstaged,>65,72 mo,413,9.2,6.3,12.8
brain and other nervous system,2000-2017,female,white,unstaged,>65,84 mo,413,8.8,5.6,12.8
brain and other nervous system,2000-2017,female,white,unstaged,>65,96 mo,413,8.6,5.5,12.7
brain and other nervous system,2000-2017,female,white,unstaged,>65,108 mo,413,8.4,5.2,12.6
brain and other nervous system,2000-2017,female,white,unstaged,>65,120 mo,413,8.2,5,12.5
brain and other nervous system,2000-2017,female,black,invasive,all ages,0 mo,327,100,NA,NA
brain and other nervous system,2000-2017,female,black,invasive,all ages,12 mo,327,58.5,52.8,63.7
brain and other nervous system,2000-2017,female,black,invasive,all ages,24 mo,327,47,41.3,52.4
brain and other nervous system,2000-2017,female,black,invasive,all ages,36 mo,327,41.6,36,47.2
brain and other nervous system,2000-2017,female,black,invasive,all ages,48 mo,327,39,33.4,44.6
brain and other nervous system,2000-2017,female,black,invasive,all ages,60 mo,327,37.6,31.9,43.2
brain and other nervous system,2000-2017,female,black,invasive,all ages,72 mo,327,35.4,29.8,41.1
brain and other nervous system,2000-2017,female,black,invasive,all ages,84 mo,327,33,27.2,38.8
brain and other nervous system,2000-2017,female,black,invasive,all ages,96 mo,327,31.3,25.6,37.1
brain and other nervous system,2000-2017,female,black,invasive,all ages,108 mo,327,30.5,24.7,36.5
brain and other nervous system,2000-2017,female,black,invasive,all ages,120 mo,327,29.9,24,36
brain and other nervous system,2000-2017,female,black,invasive,<65,0 mo,210,100,NA,NA
brain and other nervous system,2000-2017,female,black,invasive,<65,12 mo,210,74.7,68.1,80
brain and other nervous system,2000-2017,female,black,invasive,<65,24 mo,210,60.7,53.6,67
brain and other nervous system,2000-2017,female,black,invasive,<65,36 mo,210,54.7,47.5,61.3
brain and other nervous system,2000-2017,female,black,invasive,<65,48 mo,210,52.1,44.9,58.9
brain and other nervous system,2000-2017,female,black,invasive,<65,60 mo,210,50,42.6,56.8
brain and other nervous system,2000-2017,female,black,invasive,<65,72 mo,210,46.5,39.1,53.6
brain and other nervous system,2000-2017,female,black,invasive,<65,84 mo,210,44.7,37.3,51.8
brain and other nervous system,2000-2017,female,black,invasive,<65,96 mo,210,41.8,34.3,49.1
brain and other nervous system,2000-2017,female,black,invasive,<65,108 mo,210,39.9,32.3,47.3
brain and other nervous system,2000-2017,female,black,invasive,<65,120 mo,210,38.2,30.6,45.8
brain and other nervous system,2000-2017,female,black,invasive,>65,0 mo,117,100,NA,NA
brain and other nervous system,2000-2017,female,black,invasive,>65,12 mo,117,29.4,21.2,38
brain and other nervous system,2000-2017,female,black,invasive,>65,24 mo,117,22.3,14.9,30.7
brain and other nervous system,2000-2017,female,black,invasive,>65,36 mo,117,18.4,11.5,26.6
brain and other nervous system,2000-2017,female,black,invasive,>65,48 mo,117,15.8,9.3,23.8
brain and other nervous system,2000-2017,female,black,invasive,>65,60 mo,117,15.5,9,23.7
brain and other nervous system,2000-2017,female,black,invasive,>65,72 mo,117,14.8,8.4,22.9
brain and other nervous system,2000-2017,female,black,invasive,>65,84 mo,117,12.5,6.3,20.8
brain and other nervous system,2000-2017,female,black,invasive,>65,96 mo,117,12.5,6.3,20.8
brain and other nervous system,2000-2017,female,black,invasive,>65,108 mo,117,12.5,6.3,20.8
brain and other nervous system,2000-2017,female,black,invasive,>65,120 mo,117,12.5,6.3,20.8
brain and other nervous system,2000-2017,female,black,early,all ages,0 mo,242,100,NA,NA
brain and other nervous system,2000-2017,female,black,early,all ages,12 mo,242,61.7,55.2,67.6
brain and other nervous system,2000-2017,female,black,early,all ages,24 mo,242,49.4,42.7,55.6
brain and other nervous system,2000-2017,female,black,early,all ages,36 mo,242,44.4,37.8,50.8
brain and other nervous system,2000-2017,female,black,early,all ages,48 mo,242,41.6,35,48.1
brain and other nervous system,2000-2017,female,black,early,all ages,60 mo,242,40,33.4,46.5
brain and other nervous system,2000-2017,female,black,early,all ages,72 mo,242,38.2,31.6,44.8
brain and other nervous system,2000-2017,female,black,early,all ages,84 mo,242,35.3,28.5,42.1
brain and other nervous system,2000-2017,female,black,early,all ages,96 mo,242,34.1,27.4,41
brain and other nervous system,2000-2017,female,black,early,all ages,108 mo,242,32.5,25.7,39.4
brain and other nervous system,2000-2017,female,black,early,all ages,120 mo,242,31.1,24.2,38.1
brain and other nervous system,2000-2017,female,black,early,<65,0 mo,164,100,NA,NA
brain and other nervous system,2000-2017,female,black,early,<65,12 mo,164,77.2,69.9,82.9
brain and other nervous system,2000-2017,female,black,early,<65,24 mo,164,63.1,55,70
brain and other nervous system,2000-2017,female,black,early,<65,36 mo,164,56.7,48.5,64
brain and other nervous system,2000-2017,female,black,early,<65,48 mo,164,54,45.7,61.5
brain and other nervous system,2000-2017,female,black,early,<65,60 mo,164,51.9,43.6,59.6
brain and other nervous system,2000-2017,female,black,early,<65,72 mo,164,48.9,40.5,56.8
brain and other nervous system,2000-2017,female,black,early,<65,84 mo,164,47.4,38.9,55.4
brain and other nervous system,2000-2017,female,black,early,<65,96 mo,164,45.7,37.1,53.8
brain and other nervous system,2000-2017,female,black,early,<65,108 mo,164,43.1,34.4,51.4
brain and other nervous system,2000-2017,female,black,early,<65,120 mo,164,40.9,32.1,49.5
brain and other nervous system,2000-2017,female,black,early,>65,0 mo,78,100,NA,NA
brain and other nervous system,2000-2017,female,black,early,>65,12 mo,78,29.2,19.4,39.6
brain and other nervous system,2000-2017,female,black,early,>65,24 mo,78,20.7,12.2,30.7
brain and other nervous system,2000-2017,female,black,early,>65,36 mo,78,18.7,10.5,28.8
brain and other nervous system,2000-2017,female,black,early,>65,48 mo,78,15.6,8.1,25.3
brain and other nervous system,2000-2017,female,black,early,>65,60 mo,78,15.1,7.6,25
brain and other nervous system,2000-2017,female,black,early,>65,72 mo,78,15.1,7.6,25
brain and other nervous system,2000-2017,female,black,early,>65,84 mo,78,10.9,4.3,20.9
brain and other nervous system,2000-2017,female,black,early,>65,96 mo,78,10.9,4.3,20.9
brain and other nervous system,2000-2017,female,black,early,>65,108 mo,78,10.9,4.3,20.9
brain and other nervous system,2000-2017,female,black,early,>65,120 mo,78,10.9,4.3,20.9
brain and other nervous system,2000-2017,female,black,late,all ages,0 mo,45,100,NA,NA
brain and other nervous system,2000-2017,female,black,late,all ages,12 mo,45,45.1,30.1,59
brain and other nervous system,2000-2017,female,black,late,all ages,24 mo,45,31.6,18.4,45.6
brain and other nervous system,2000-2017,female,black,late,all ages,36 mo,45,27,14.6,41.1
brain and other nervous system,2000-2017,female,black,late,all ages,48 mo,45,24.6,12.8,38.5
brain and other nervous system,2000-2017,female,black,late,all ages,60 mo,45,24.6,12.8,38.5
brain and other nervous system,2000-2017,female,black,late,all ages,72 mo,45,21,9.9,35
brain and other nervous system,2000-2017,female,black,late,all ages,84 mo,45,21,9.9,35
brain and other nervous system,2000-2017,female,black,late,all ages,96 mo,45,15.8,6,29.7
brain and other nervous system,2000-2017,female,black,late,all ages,108 mo,45,15.8,6,29.7
brain and other nervous system,2000-2017,female,black,late,all ages,120 mo,45,15.8,6,29.7
brain and other nervous system,2000-2017,female,black,late,<65,0 mo,28,100,NA,NA
brain and other nervous system,2000-2017,female,black,late,<65,12 mo,28,57.5,37.2,73.4
brain and other nervous system,2000-2017,female,black,late,<65,24 mo,28,38.7,20.8,56.4
brain and other nervous system,2000-2017,female,black,late,<65,36 mo,28,38.7,20.8,56.4
brain and other nervous system,2000-2017,female,black,late,<65,48 mo,28,35.1,17.9,52.9
brain and other nervous system,2000-2017,female,black,late,<65,60 mo,28,35.1,17.9,52.9
brain and other nervous system,2000-2017,female,black,late,<65,72 mo,28,27.5,12,45.5
brain and other nervous system,2000-2017,female,black,late,<65,84 mo,28,27.5,12,45.5
brain and other nervous system,2000-2017,female,black,late,<65,96 mo,28,16.9,4.9,35.3
brain and other nervous system,2000-2017,female,black,late,<65,108 mo,28,16.9,4.9,35.3
brain and other nervous system,2000-2017,female,black,late,<65,120 mo,28,16.9,4.9,35.3
brain and other nervous system,2000-2017,female,black,late,>65,0 mo,17,NA,NA,NA
brain and other nervous system,2000-2017,female,black,late,>65,12 mo,17,NA,NA,NA
brain and other nervous system,2000-2017,female,black,late,>65,24 mo,17,NA,NA,NA
brain and other nervous system,2000-2017,female,black,late,>65,36 mo,17,NA,NA,NA
brain and other nervous system,2000-2017,female,black,late,>65,48 mo,17,NA,NA,NA
brain and other nervous system,2000-2017,female,black,late,>65,60 mo,17,NA,NA,NA
brain and other nervous system,2000-2017,female,black,late,>65,72 mo,17,NA,NA,NA
brain and other nervous system,2000-2017,female,black,late,>65,84 mo,17,NA,NA,NA
brain and other nervous system,2000-2017,female,black,late,>65,96 mo,17,NA,NA,NA
brain and other nervous system,2000-2017,female,black,late,>65,108 mo,17,NA,NA,NA
brain and other nervous system,2000-2017,female,black,late,>65,120 mo,17,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,all ages,0 mo,40,100,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,all ages,12 mo,40,53.6,36.6,67.9
brain and other nervous system,2000-2017,female,black,unstaged,all ages,24 mo,40,49,32.2,63.8
brain and other nervous system,2000-2017,female,black,unstaged,all ages,36 mo,40,41.2,24.5,57.1
brain and other nervous system,2000-2017,female,black,unstaged,all ages,48 mo,40,38.4,21.9,54.6
brain and other nervous system,2000-2017,female,black,unstaged,all ages,60 mo,40,35.9,19.7,52.3
brain and other nervous system,2000-2017,female,black,unstaged,all ages,72 mo,40,32.5,16.8,49.3
brain and other nervous system,2000-2017,female,black,unstaged,all ages,84 mo,40,30.4,15.1,47.3
brain and other nervous system,2000-2017,female,black,unstaged,all ages,96 mo,40,30.4,15.1,47.3
brain and other nervous system,2000-2017,female,black,unstaged,all ages,108 mo,40,30.4,15.1,47.3
brain and other nervous system,2000-2017,female,black,unstaged,all ages,120 mo,40,30.4,15.1,47.3
brain and other nervous system,2000-2017,female,black,unstaged,<65,0 mo,18,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,<65,12 mo,18,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,<65,24 mo,18,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,<65,36 mo,18,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,<65,48 mo,18,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,<65,60 mo,18,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,<65,72 mo,18,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,<65,84 mo,18,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,<65,96 mo,18,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,<65,108 mo,18,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,<65,120 mo,18,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,>65,0 mo,22,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,>65,12 mo,22,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,>65,24 mo,22,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,>65,36 mo,22,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,>65,48 mo,22,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,>65,60 mo,22,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,>65,72 mo,22,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,>65,84 mo,22,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,>65,96 mo,22,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,>65,108 mo,22,NA,NA,NA
brain and other nervous system,2000-2017,female,black,unstaged,>65,120 mo,22,NA,NA,NA
brain and other nervous system,2000-2017,female,all races,invasive,all ages,0 mo,6131,100,NA,NA
brain and other nervous system,2000-2017,female,all races,invasive,all ages,12 mo,6131,51.5,50.2,52.8
brain and other nervous system,2000-2017,female,all races,invasive,all ages,24 mo,6131,37.3,36.1,38.6
brain and other nervous system,2000-2017,female,all races,invasive,all ages,36 mo,6131,31.2,30,32.5
brain and other nervous system,2000-2017,female,all races,invasive,all ages,48 mo,6131,28.2,27,29.4
brain and other nervous system,2000-2017,female,all races,invasive,all ages,60 mo,6131,26.4,25.2,27.6
brain and other nervous system,2000-2017,female,all races,invasive,all ages,72 mo,6131,24.8,23.7,26
brain and other nervous system,2000-2017,female,all races,invasive,all ages,84 mo,6131,23.8,22.6,25
brain and other nervous system,2000-2017,female,all races,invasive,all ages,96 mo,6131,22.6,21.5,23.8
brain and other nervous system,2000-2017,female,all races,invasive,all ages,108 mo,6131,21.9,20.7,23.1
brain and other nervous system,2000-2017,female,all races,invasive,all ages,120 mo,6131,21,19.8,22.3
brain and other nervous system,2000-2017,female,all races,invasive,<65,0 mo,3327,100,NA,NA
brain and other nervous system,2000-2017,female,all races,invasive,<65,12 mo,3327,74.2,72.6,75.6
brain and other nervous system,2000-2017,female,all races,invasive,<65,24 mo,3327,57.2,55.5,58.9
brain and other nervous system,2000-2017,female,all races,invasive,<65,36 mo,3327,49.2,47.5,51
brain and other nervous system,2000-2017,female,all races,invasive,<65,48 mo,3327,44.7,43,46.5
brain and other nervous system,2000-2017,female,all races,invasive,<65,60 mo,3327,42.2,40.4,43.9
